time,t_wait,t_exec,t_start,memory,function_name,function_image,node,replica_id
2026-07-06 22:43:18.332014,0.0,0.08000000000000007,1.125,134217728,trace-fast-python-pi,trace-fast-python-pi-cpu,server_0,3108973382352
2026-07-06 22:43:18.332147,0.0,0.10000000000000009,1.25,134217728,trace-fast-python-pi,trace-fast-python-pi-cpu,server_0,3108973382352
2026-07-06 22:43:18.332233,0.0,0.09000000000000008,1.375,134217728,trace-fast-python-pi,trace-fast-python-pi-cpu,server_0,3108973382352
2026-07-06 22:43:18.332307,0.0,0.1100000000000001,1.5,134217728,trace-fast-python-pi,trace-fast-python-pi-cpu,server_0,3108973382352
2026-07-06 22:43:18.332377,0.0,0.10000000000000009,1.625,134217728,trace-fast-python-pi,trace-fast-python-pi-cpu,server_0,3108973382352
2026-07-06 22:43:18.332443,0.0,0.1200000000000001,1.75,134217728,trace-fast-python-pi,trace-fast-python-pi-cpu,server_0,3108973382352
2026-07-06 22:43:18.332512,0.0,0.09000000000000008,1.875,134217728,trace-fast-python-pi,trace-fast-python-pi-cpu,server_0,3108973382352
2026-07-06 22:43:18.332616,0.0,0.10000000000000009,2.0,134217728,trace-fast-python-pi,trace-fast-python-pi-cpu,server_0,3108973382352
2026-07-06 22:43:18.332735,0.0,0.1299999999999999,2.125,134217728,trace-fast-python-pi,trace-fast-python-pi-cpu,server_0,3108973382352
2026-07-06 22:43:18.332744,0.0,0.08999999999999986,2.25,134217728,trace-fast-python-pi,trace-fast-python-pi-cpu,server_0,3108973382352
2026-07-06 22:43:18.332809,0.0,0.10999999999999988,2.375,134217728,trace-fast-python-pi,trace-fast-python-pi-cpu,server_0,3108973382352
2026-07-06 22:43:18.332880,0.0,0.10000000000000009,2.5,134217728,trace-fast-python-pi,trace-fast-python-pi-cpu,server_0,3108973382352
2026-07-06 22:43:18.332944,0.0,0.08000000000000007,2.625,134217728,trace-fast-python-pi,trace-fast-python-pi-cpu,server_0,3108973382352
2026-07-06 22:43:18.333004,0.0,0.10000000000000009,2.75,134217728,trace-fast-python-pi,trace-fast-python-pi-cpu,server_0,3108973382352
2026-07-06 22:43:18.333071,0.0,0.08999999999999986,2.875,134217728,trace-fast-python-pi,trace-fast-python-pi-cpu,server_0,3108973382352
2026-07-06 22:43:18.333170,0.0,0.10999999999999988,3.0,134217728,trace-fast-python-pi,trace-fast-python-pi-cpu,server_0,3108973382352
2026-07-06 22:43:18.333341,0.0,0.4500000000000002,3.2,268435456,trace-slow-python-pi,trace-slow-python-pi-cpu,server_0,3108972928912
2026-07-06 22:43:18.333403,0.0,0.52,3.4000000000000004,268435456,trace-slow-python-pi,trace-slow-python-pi-cpu,server_0,3108972928912
2026-07-06 22:43:18.333500,0.0,0.47999999999999954,3.6000000000000005,268435456,trace-slow-python-pi,trace-slow-python-pi-cpu,server_0,3108972928912
2026-07-06 22:43:18.333562,0.0,0.5999999999999996,3.8000000000000007,268435456,trace-slow-python-pi,trace-slow-python-pi-cpu,server_0,3108972928912
2026-07-06 22:43:18.333621,0.0,0.5499999999999998,4.000000000000001,268435456,trace-slow-python-pi,trace-slow-python-pi-cpu,server_0,3108972928912
2026-07-06 22:43:18.333684,0.0,0.5,4.200000000000001,268435456,trace-slow-python-pi,trace-slow-python-pi-cpu,server_0,3108972928912
2026-07-06 22:43:18.333752,0.0,0.5800000000000001,4.400000000000001,268435456,trace-slow-python-pi,trace-slow-python-pi-cpu,server_0,3108972928912
2026-07-06 22:43:18.333905,0.0,0.6200000000000001,4.600000000000001,268435456,trace-slow-python-pi,trace-slow-python-pi-cpu,server_0,3108972928912
2026-07-06 22:43:18.333913,0.0,0.46999999999999975,4.800000000000002,268435456,trace-slow-python-pi,trace-slow-python-pi-cpu,server_0,3108972928912
