time,base_duration,jitter,duration,seed,rps,case_id,policy,workload,function_name,node_name,request_id
2026-07-06 21:39:57.972426,0.18,0.07648274175113995,0.25648274175113994,2,8,default_skippy__medium_load__seed_2,default_skippy,medium_load,batch-exp-python-pi,server_30,49
2026-07-06 21:39:57.972451,0.18,0.07582619896474795,0.25582619896474795,2,8,default_skippy__medium_load__seed_2,default_skippy,medium_load,batch-exp-python-pi,server_30,50
2026-07-06 21:39:57.972475,0.18,0.004524109418144695,0.18452410941814468,2,8,default_skippy__medium_load__seed_2,default_skippy,medium_load,batch-exp-python-pi,server_30,51
2026-07-06 21:39:57.972547,0.18,0.006789759612713731,0.1867897596127137,2,8,default_skippy__medium_load__seed_2,default_skippy,medium_load,batch-exp-python-pi,server_30,52
2026-07-06 21:39:57.972584,0.18,0.06683991025035596,0.24683991025035595,2,8,default_skippy__medium_load__seed_2,default_skippy,medium_load,batch-exp-python-pi,server_30,53
2026-07-06 21:39:57.972611,0.18,0.058877599125481864,0.23887759912548184,2,8,default_skippy__medium_load__seed_2,default_skippy,medium_load,batch-exp-python-pi,server_30,54
2026-07-06 21:39:57.972639,0.18,0.05357843211521767,0.23357843211521767,2,8,default_skippy__medium_load__seed_2,default_skippy,medium_load,batch-exp-python-pi,server_30,55
2026-07-06 21:39:57.972665,0.18,0.024650916607131538,0.20465091660713153,2,8,default_skippy__medium_load__seed_2,default_skippy,medium_load,batch-exp-python-pi,server_30,56
2026-07-06 21:39:57.972691,0.18,0.048475533254276996,0.228475533254277,2,8,default_skippy__medium_load__seed_2,default_skippy,medium_load,batch-exp-python-pi,server_30,57
2026-07-06 21:39:57.972718,0.18,0.04854413869126703,0.22854413869126702,2,8,default_skippy__medium_load__seed_2,default_skippy,medium_load,batch-exp-python-pi,server_30,58
2026-07-06 21:39:57.972744,0.18,0.04649632136896025,0.22649632136896025,2,8,default_skippy__medium_load__seed_2,default_skippy,medium_load,batch-exp-python-pi,server_30,59
2026-07-06 21:39:57.972800,0.18,0.012670629620384446,0.19267062962038445,2,8,default_skippy__medium_load__seed_2,default_skippy,medium_load,batch-exp-python-pi,server_30,60
2026-07-06 21:39:57.972827,0.18,0.03445357122330149,0.2144535712233015,2,8,default_skippy__medium_load__seed_2,default_skippy,medium_load,batch-exp-python-pi,server_30,61
2026-07-06 21:39:57.972854,0.18,0.03148254561642971,0.2114825456164297,2,8,default_skippy__medium_load__seed_2,default_skippy,medium_load,batch-exp-python-pi,server_30,62
2026-07-06 21:39:57.972879,0.18,0.05784096649899727,0.23784096649899727,2,8,default_skippy__medium_load__seed_2,default_skippy,medium_load,batch-exp-python-pi,server_30,63
2026-07-06 21:39:57.972904,0.18,0.07958556503597942,0.2595855650359794,2,8,default_skippy__medium_load__seed_2,default_skippy,medium_load,batch-exp-python-pi,server_30,64
2026-07-06 21:39:57.972932,0.18,0.0759516378474595,0.2559516378474595,2,8,default_skippy__medium_load__seed_2,default_skippy,medium_load,batch-exp-python-pi,server_30,65
2026-07-06 21:39:57.972951,0.18,0.043534163794345666,0.22353416379434565,2,8,default_skippy__medium_load__seed_2,default_skippy,medium_load,batch-exp-python-pi,server_30,66
2026-07-06 21:39:57.972977,0.18,0.03558833509806829,0.2155883350980683,2,8,default_skippy__medium_load__seed_2,default_skippy,medium_load,batch-exp-python-pi,server_30,67
2026-07-06 21:39:57.973040,0.18,0.02145925933194625,0.20145925933194625,2,8,default_skippy__medium_load__seed_2,default_skippy,medium_load,batch-exp-python-pi,server_30,68
2026-07-06 21:39:57.973066,0.18,0.002873946351428609,0.1828739463514286,2,8,default_skippy__medium_load__seed_2,default_skippy,medium_load,batch-exp-python-pi,server_30,69
2026-07-06 21:39:57.973098,0.18,0.0021955885672655206,0.1821955885672655,2,8,default_skippy__medium_load__seed_2,default_skippy,medium_load,batch-exp-python-pi,server_30,70
2026-07-06 21:39:57.973123,0.18,0.03719150896778497,0.21719150896778497,2,8,default_skippy__medium_load__seed_2,default_skippy,medium_load,batch-exp-python-pi,server_30,71
2026-07-06 21:39:57.973148,0.18,0.025477210228294193,0.20547721022829418,2,8,default_skippy__medium_load__seed_2,default_skippy,medium_load,batch-exp-python-pi,server_30,72
