time,t_wait,t_exec,t_start,memory,function_name,function_image,node,replica_id
2026-07-11 14:32:29.702347,0.0,0.25,0.6666666666666666,134217728,fault-prone-python-pi,fault-prone-python-pi-cpu,server_0,2054203037760
2026-07-11 14:32:29.703342,0.0,0.25,0.8333333333333333,134217728,fault-prone-python-pi,fault-prone-python-pi-cpu,server_0,2054203037760
2026-07-11 14:32:29.703342,0.0,0.030000000000000027,1.1666666666666665,134217728,fault-prone-python-pi,fault-prone-python-pi-cpu,server_0,2054203037760
2026-07-11 14:32:29.703342,0.0,0.2500000000000001,0.9999999999999999,134217728,fault-prone-python-pi,fault-prone-python-pi-cpu,server_0,2054203037760
2026-07-11 14:32:29.703342,0.0,0.030000000000000027,1.3333333333333333,134217728,fault-prone-python-pi,fault-prone-python-pi-cpu,server_0,2054203037760
2026-07-11 14:32:29.703342,0.0,0.030000000000000027,1.5,134217728,fault-prone-python-pi,fault-prone-python-pi-cpu,server_0,2054203037760
2026-07-11 14:32:29.703342,0.0,0.030000000000000027,1.6666666666666667,134217728,fault-prone-python-pi,fault-prone-python-pi-cpu,server_0,2054203037760
2026-07-11 14:32:29.704338,0.0,0.25,1.8333333333333335,134217728,fault-prone-python-pi,fault-prone-python-pi-cpu,server_0,2054203037760
2026-07-11 14:32:29.704338,0.0,0.25,2.0,134217728,fault-prone-python-pi,fault-prone-python-pi-cpu,server_0,2054203037760
2026-07-11 14:32:29.704338,0.0,0.25,2.1666666666666665,134217728,fault-prone-python-pi,fault-prone-python-pi-cpu,server_0,2054203037760
2026-07-11 14:32:29.705334,0.0,0.029999999999999805,2.8333333333333326,134217728,fault-prone-python-pi,fault-prone-python-pi-cpu,server_0,2054203037760
2026-07-11 14:32:29.705334,0.0,0.7000000000000002,2.333333333333333,134217728,fault-prone-python-pi,fault-prone-python-pi-cpu,server_0,2054203037760
2026-07-11 14:32:29.705334,0.0,0.6999999999999997,2.4999999999999996,134217728,fault-prone-python-pi,fault-prone-python-pi-cpu,server_0,2054203037760
2026-07-11 14:32:29.705334,0.0,0.7000000000000002,2.666666666666666,134217728,fault-prone-python-pi,fault-prone-python-pi-cpu,server_0,2054203037760
2026-07-11 14:32:29.706331,0.0,0.7000000000000002,2.999999999999999,134217728,fault-prone-python-pi,fault-prone-python-pi-cpu,server_0,2054203039152
2026-07-11 14:32:29.706331,0.0,0.6999999999999997,3.1666666666666656,134217728,fault-prone-python-pi,fault-prone-python-pi-cpu,server_0,2054203037760
2026-07-11 14:32:29.706331,0.0,0.25,3.666666666666665,134217728,fault-prone-python-pi,fault-prone-python-pi-cpu,server_0,2054203039152
2026-07-11 14:32:29.706331,0.0,0.03000000000000025,3.9999999999999982,134217728,fault-prone-python-pi,fault-prone-python-pi-cpu,server_0,2054203039152
2026-07-11 14:32:29.706331,0.0,0.7000000000000002,3.333333333333332,134217728,fault-prone-python-pi,fault-prone-python-pi-cpu,server_0,2054203039152
2026-07-11 14:32:29.706331,0.0,0.25000000000000044,3.8333333333333317,134217728,fault-prone-python-pi,fault-prone-python-pi-cpu,server_0,2054203037760
2026-07-11 14:32:29.706331,0.0,0.6999999999999997,3.4999999999999987,134217728,fault-prone-python-pi,fault-prone-python-pi-cpu,server_0,2054203037760
2026-07-11 14:32:29.706331,0.0,0.25,4.166666666666665,134217728,fault-prone-python-pi,fault-prone-python-pi-cpu,server_0,2054203037760
2026-07-11 14:32:29.707329,0.0,0.25,4.333333333333332,134217728,fault-prone-python-pi,fault-prone-python-pi-cpu,server_0,2054203039152
2026-07-11 14:32:29.707329,0.0,0.25,4.499999999999999,134217728,fault-prone-python-pi,fault-prone-python-pi-cpu,server_0,2054203037760
2026-07-11 14:32:29.707329,0.0,0.25,4.666666666666666,134217728,fault-prone-python-pi,fault-prone-python-pi-cpu,server_0,2054203039152
2026-07-11 14:32:29.707329,0.0,0.25,4.833333333333333,134217728,fault-prone-python-pi,fault-prone-python-pi-cpu,server_0,2054203037760
2026-07-11 14:32:29.707329,0.0,0.03000000000000025,5.166666666666667,134217728,fault-prone-python-pi,fault-prone-python-pi-cpu,server_0,2054203037760
2026-07-11 14:32:29.707329,0.0,0.25,5.0,134217728,fault-prone-python-pi,fault-prone-python-pi-cpu,server_0,2054203039152
2026-07-11 14:32:29.708327,0.0,0.25,5.333333333333334,134217728,fault-prone-python-pi,fault-prone-python-pi-cpu,server_0,2054203039152
2026-07-11 14:32:29.708327,0.0,0.25,5.500000000000001,134217728,fault-prone-python-pi,fault-prone-python-pi-cpu,server_0,2054203037760
