time,t_wait,t_exec,t_start,memory,function_name,function_image,node,replica_id
2026-07-06 21:39:58.126235,0.0,0.25648274175113994,0.625,134217728,batch-exp-python-pi,batch-exp-python-pi-cpu,server_70,2940732305888
2026-07-06 21:39:58.126305,0.0,0.2558261989647479,0.75,134217728,batch-exp-python-pi,batch-exp-python-pi-cpu,server_70,2940731326736
2026-07-06 21:39:58.126314,0.0,0.18452410941814468,0.875,134217728,batch-exp-python-pi,batch-exp-python-pi-cpu,server_70,2940732305888
2026-07-06 21:39:58.126341,0.0,0.1867897596127137,1.0,134217728,batch-exp-python-pi,batch-exp-python-pi-cpu,server_70,2940731326736
2026-07-06 21:39:58.126372,0.0,0.246839910250356,1.125,134217728,batch-exp-python-pi,batch-exp-python-pi-cpu,server_70,2940732305888
2026-07-06 21:39:58.126398,0.0,0.2388775991254819,1.25,134217728,batch-exp-python-pi,batch-exp-python-pi-cpu,server_70,2940731326736
2026-07-06 21:39:58.126424,0.0,0.23357843211521767,1.375,134217728,batch-exp-python-pi,batch-exp-python-pi-cpu,server_70,2940732305888
2026-07-06 21:39:58.126449,0.0,0.20465091660713153,1.5,134217728,batch-exp-python-pi,batch-exp-python-pi-cpu,server_70,2940731326736
2026-07-06 21:39:58.126474,0.0,0.22847553325427694,1.625,134217728,batch-exp-python-pi,batch-exp-python-pi-cpu,server_70,2940732305888
2026-07-06 21:39:58.126499,0.0,0.228544138691267,1.75,134217728,batch-exp-python-pi,batch-exp-python-pi-cpu,server_70,2940731326736
2026-07-06 21:39:58.126758,0.0,0.22649632136896036,1.875,134217728,batch-exp-python-pi,batch-exp-python-pi-cpu,server_70,2940732305888
2026-07-06 21:39:58.126803,0.0,0.1926706296203844,2.0,134217728,batch-exp-python-pi,batch-exp-python-pi-cpu,server_70,2940731326736
2026-07-06 21:39:58.126845,0.0,0.21445357122330133,2.125,134217728,batch-exp-python-pi,batch-exp-python-pi-cpu,server_70,2940732305888
2026-07-06 21:39:58.126875,0.0,0.21148254561642954,2.25,134217728,batch-exp-python-pi,batch-exp-python-pi-cpu,server_70,2940731326736
2026-07-06 21:39:58.126902,0.0,0.2378409664989971,2.375,134217728,batch-exp-python-pi,batch-exp-python-pi-cpu,server_70,2940732305888
2026-07-06 21:39:58.126944,0.0,0.2595855650359793,2.5,134217728,batch-exp-python-pi,batch-exp-python-pi-cpu,server_70,2940731326736
2026-07-06 21:39:58.126970,0.0,0.25595163784745933,2.625,134217728,batch-exp-python-pi,batch-exp-python-pi-cpu,server_70,2940732305888
2026-07-06 21:39:58.126978,0.0,0.22353416379434554,2.75,134217728,batch-exp-python-pi,batch-exp-python-pi-cpu,server_70,2940731326736
2026-07-06 21:39:58.127039,0.0,0.2155883350980683,2.875,134217728,batch-exp-python-pi,batch-exp-python-pi-cpu,server_70,2940732305888
2026-07-06 21:39:58.127066,0.0,0.20145925933194642,3.0,134217728,batch-exp-python-pi,batch-exp-python-pi-cpu,server_70,2940731326736
2026-07-06 21:39:58.127091,0.0,0.18287394635142862,3.125,134217728,batch-exp-python-pi,batch-exp-python-pi-cpu,server_70,2940732305888
2026-07-06 21:39:58.127117,0.0,0.1821955885672657,3.25,134217728,batch-exp-python-pi,batch-exp-python-pi-cpu,server_70,2940731326736
2026-07-06 21:39:58.127142,0.0,0.21719150896778494,3.375,134217728,batch-exp-python-pi,batch-exp-python-pi-cpu,server_70,2940732305888
2026-07-06 21:39:58.127151,0.0,0.20547721022829402,3.5,134217728,batch-exp-python-pi,batch-exp-python-pi-cpu,server_70,2940731326736
